class,title,wiki
0,Lichenoid drug eruption,lichen planus (lp) disease skin /mucous membranes resembles lichen. the cause unknown thought result autoimmune process unknown initial trigger. there cure many different medications procedures used control symptoms.
0,Adelaide and Meath Hospital,the adelaide meath hospital dublin incorporating national children'hospital (amnch; irish: ospidal adelaide agus na m_ baile tha cliath ina gcorpra_tear ospidal nisi_nta na leana_) often referred simply tallaght hospital (irish: ospidal thamhlachta) teaching hospital tallaght[1] county dublin ireland. its academic partner university dublin trinity college. the hospital established parliamentary charter 1996 formally opened 1998 successor adelaide hospital (1839) meath hospital (1753) national children'hospital (1821).
0,Ademar of Chabannes,admar de chabannes (sometimes adhmar de chabannes) (c. 989  1034[1]) eleventh-century french monk historian musical composer successful literary forger.
0,Iridodialysis,iridodialysis sometimes known coredialysis localized separation tearing away iris attachment ciliary body.[1][2]
0,rhinorrhea,rhinorrhea rhinorrhoea condition nasal cavity filled significant amount mucus fluid. the condition commonly known runny nose occurs relatively frequently. rhinorrhea common symptom allergies certain diseases common cold hay fever. it side effect crying exposure cold temperatures cocaine abuse[1] withdrawal opioids like methadone.[2] treatment rhinorrhea usually necessary number medical treatments preventive techniques available.
0,Fetus in fetu,"fetus fetu (foetus foetu) developmental abnormality mass tissue resembling fetus forms inside body. there two theories origin concerning ""fetus fetu"". one theory mass begins normal fetus becomes enveloped inside twin.[1] the theory mass highly developed teratoma. ""fetus fetu"" estimated occur 1 500000 live births.[2]"
0,Adelmo Paris,* senior club appearances goals counted domestic league correct february 13 2010.
0,Thunderclap headache,a thunderclap headache headache severe sudden-onset. it defined severe headache takes seconds minutes reach maximum intensity.[1][2] it indicative number medical problems importantly subarachnoid hemorrhage life-threatening. usually investigations performed identify underlying cause.[1]
0,Adelbert Gruner,"""the adventure illustrious client"" (1924) one 56 sherlock holmes short stories written british author sir arthur conan doyle one 12 stories cycle collected the case book sherlock holmes."
0,Ades Synagogue,the ades synagogue (hebrew: ___ ______ ___) also known great synagogue ades glorious aleppo community located jerusalem'nachlaot neighborhood established syrian immigrants 1901. it considered center syrian hazzanut israel.
0,Adelaide C. Eckardt,adelaide c. eckardt (born september 8 1943) member maryland house delegates district 37b.
0,Adel al Nusairi,a total 133 saudi citizens held united states' guantanamo bay detention camps naval base cuba since january 2002. most swept afghanistan following us invasion fall 2001 classified us government enemy combatants.
0,Adel Ben Mabrouk Bin Hamida Boughanmi,adel ben mabrouk citizen tunisia held extrajudicial detention united states' guantanamo bay detainment camps cuba march 2002 november 2009.[1][2][3] mabrouk outstanding warrants italy shortly arrival november 2009 italian prosecutors laid charges .
0,Adenium multiflorum,adenium multiflorum small succulent tree native central eastern southern africa. like members succulent apocynaceae family a. multiflorum milky latex toxic alkaloids specifically cardiac glycosides . this latex used arrow poison fish stunning poison.[1]
0,Lupus erythematosus profundus,"lupus erythematosus panniculitis (also known ""lupus erythematosus profundus""[1] ""lupus panniculitis""[2] ""lupus profundus""[2] ""subcutaneous lupus erythematosus""[2]) presents subcutaneous nodules commonly firm sharply defined nontender.[1]"
0,Diphallia,diphallia penile duplication (pd) diphallic terata diphallasparatus rare developmental abnormality male infant born two penises. the first reported case johannes jacob wecker 1609.[1][2] its occurrence 1 5.5 million men united states.[3]
0,Adelheid of Meissen,adelaide meissen (czech: adlta german: adelheid; c. 1160  2 february 1211) queen bohemia first wife king ottokar i.[1]
0,Peste-Des-Petits-Ruminants,ovine rinderpest also commonly known peste des petits ruminants (ppr) contagious disease affecting goats sheep africa (tropic cancer equator) middle east indian subcontinent.[1] but since june 2008 disease invaded morocco indicates crossing natural barrier sahara. it caused species morbillivirus genus viruses. the disease highly contagious roughly 80 percent mortality rate acute cases.
0,Adele Bloch-Bauer I,portrait adele bloch-bauer i (also called the lady gold the woman gold)[1] 1907 painting gustav klimt. the first two portraits klimt painted bloch-bauer referred final fully representative work golden phase.[2]
0,thallium poisoning,thallium compounds often highly toxic.[1] contact skin dangerous adequate ventilation provided melting metal.[2] many thallium(i) compounds highly soluble water readily absorbed skin.[citation needed] exposure exceed 0.1&#160;mg per m2 skin 8-hour time-weighted average (40-hour work week). thallium suspected human carcinogen.[2]
0,Adelaide Australia Temple,coordinates: 3453_32.90280_s 13838_6.007199_e / 34.8924730000s 138.63500199972e / -34.8924730000; 138.63500199972 the adelaide australia temple 89th operating temple the church jesus christ latter-day saints (lds church).
0,Aderkomyces,aderkomyces genus lichens within family gomphillaceae.[1] it described brazilian mycologist augusto chaves batista 1961.[2]
0,Adequate and independent state law ground,the adequate independent state ground doctrine doctrine united states law governing power u.s. supreme court review judgments entered state courts.
0,Adele Anthony,adele anthony (born 1 october 1970)[1] australian-american violinist. in 1984 age 13 youngest winner abc instrumental vocal competition; later won international competitions studied new york. she based united states lives husband gil shaham tours records.
0,Adela Pla Pastor,adela pla pastor (1938 - 16 august 2005 sedav_ spain) spanish politician spanish socialist workers' party. (psoe)
0,Ametropia,a refractive error refraction error error focusing light eye frequent reason reduced visual acuity.
0,Vocal cord dysfunction,vocal cord dysfunction (vcd) affects vocal folds commonly referred vocal cords characterized full partial vocal fold closure usually occurs short periods inhalation occur inhalation exhalation.[1]
0,Lumbarization,the lumbar vertebrae human anatomy five vertebrae rib cage pelvis. they largest segments vertebral column characterized absence foramen transversarium within transverse process (found cervical region) absence facets sides body. they designated l1 l5 starting top. the lumbar vertebrae help support weight body permit movement.
0,Riociguat,riociguat (bay 63-2521 trade name adempas) novel drug (bayer) stimulator soluble guanylate cyclase (sgc). clinical trials looked riociguat new approach treat two forms pulmonary hypertension (ph): chronic thromboembolic pulmonary hypertension (cteph) pulmonary arterial hypertension (pah). riociguat constitutes first drug novel class sgc stimulators.[1]
0,Localized granuloma annulare,localized granuloma annulare skin condition unknown cause tending affect children young middle-aged adults usually appearing lateral dorsal surfaces fingers hands elbows dorsal feet ankles.[1]:703
0,Harry Raymond Eastlack,harry raymond eastlack jr. (19331973) suffered fibrodysplasia ossificans progressiva (fop) rare poorly understood disease bone repair mechanism runs control turning tissue like muscles tendons bone. eastlack permitted skeleton preserved scientific research today display m_tter museum the college physicians philadelphia. his skeleton one existing world valuable asset study disease supported international fop association.
